"speciesid","gr","count"
280992,actinopterygii,44
580069,,1740
396406,,10
330308,annelida,171
528963,,3
169788,,1
366560,malacostraca,7
138699,gastropoda,6
332862,annelida,9
1301330,malacostraca,1
477823,malacostraca,1
173037,,13
377414,malacostraca,7
111578,,53
123679,,4
417903,,28
513179,,1
169515,,4
130069,annelida,346
144488,,38
326197,annelida,4
145525,,35
850365,malacostraca,27
218003,actinopterygii,21
107445,malacostraca,6
145600,,7
513564,,1
371995,,5
128215,,1
288167,cnidaria,55
163837,,77
237110,malacostraca,124
490934,gastropoda,79
127713,,28
592396,gastropoda,8
493619,,11
1005391,gastropoda,8
121032,,1
220364,actinopterygii,227
1290087,gastropoda,2
1036057,,9
346293,,34
256021,malacostraca,1
145855,,266
353667,,2
878937,,4
257286,malacostraca,1
280975,actinopterygii,302
458262,gastropoda,27
870980,malacostraca,1
334831,annelida,12
876408,,6
141700,gastropoda,591
158758,actinopterygii,11447
116573,,13
279585,actinopterygii,265
157430,,1107
555941,,36
361663,,8
257121,malacostraca,2
911019,,1
334896,annelida,1
878319,,18
284760,cnidaria,1
329425,annelida,4
514635,malacostraca,3
433933,gastropoda,7
421829,malacostraca,7
380208,,2
210030,annelida,5
213559,,5
258317,malacostraca,1
102342,malacostraca,78
581205,gastropoda,1
213607,,199
537036,gastropoda,3
1027824,,1
214279,,42
219119,actinopterygii,20
209576,malacostraca,100
605408,,2
714981,,1
174851,annelida,7
398974,malacostraca,2
491079,gastropoda,1
1039470,,10
215909,,1
155064,,1
518326,,5
398567,actinopterygii,2
470226,,5
127093,actinopterygii,1014
209372,actinopterygii,216
173077,,239
220000,actinopterygii,107
248261,gastropoda,15
593248,,23
435169,gastropoda,6
420196,gastropoda,40
506737,,3
237303,malacostraca,15
478712,malacostraca,50
550403,,7
467221,gastropoda,146
179650,malacostraca,161
723377,,1
239505,,2
212595,aves,985
250906,,1
142696,,1
495073,,2
279318,actinopterygii,1
724683,gastropoda,17
421035,annelida,24
1289427,,72
261311,malacostraca,19
421485,malacostraca,16
431437,malacostraca,137
762428,cnidaria,410
173510,,2
118542,malacostraca,5
276419,actinopterygii,191
265659,,1
556083,,8
143030,,2
761488,gastropoda,2
167946,,1
278165,actinopterygii,2
170896,,2
522202,,4
742991,actinopterygii,69
372534,,6
869400,malacostraca,4
1034897,,39
515354,malacostraca,90
375194,,8085
408492,,2
1359406,gastropoda,1
155151,,1
510016,gastropoda,7
550625,malacostraca,387
166482,,16
411102,,1
845454,,7
574608,,4
104563,,5997
1079139,malacostraca,1
510286,malacostraca,10
915488,,22
531551,gastropoda,55
433071,gastropoda,15
374879,,1
240219,,1
417049,,6
280937,actinopterygii,20
275280,actinopterygii,71
527317,gastropoda,3
417870,,6
173039,,36
491802,malacostraca,4
217861,actinopterygii,41
345646,,21
359912,,7
419171,,6
218107,actinopterygii,8
208834,malacostraca,2
107421,malacostraca,85
548291,,3
100440,,3
181694,malacostraca,16
134651,,2
118242,malacostraca,8
624316,,5
419937,gastropoda,4
712696,actinopterygii,1736
120693,,1
213663,,40
488974,gastropoda,26
1040919,annelida,2
406063,,14
144521,,33
732856,gastropoda,2
701565,malacostraca,1
280712,actinopterygii,2
213826,,2
581980,,7
271749,actinopterygii,27
277975,actinopterygii,43
168978,,2
469093,,5
146842,,2
765415,,19
278758,actinopterygii,53
423039,malacostraca,14
170187,,2
474925,actinopterygii,1
392212,malacostraca,65
219094,actinopterygii,3228
377261,,1
533233,gastropoda,8
883821,,1
353671,,4
121873,,33
239899,,1
249795,,1
549022,malacostraca,43
332765,annelida,14
105633,,3
144526,,643
213317,,53
166732,,1
277254,actinopterygii,1
281620,actinopterygii,33
274461,actinopterygii,1
170173,,3
110372,annelida,10
274196,actinopterygii,904
591555,gastropoda,1
556110,malacostraca,6
488958,malacostraca,140
491189,gastropoda,3
237454,malacostraca,1
569972,gastropoda,280
174354,,17
236766,annelida,8
274528,actinopterygii,1
278681,actinopterygii,4
581719,actinopterygii,1
515615,malacostraca,3
564590,gastropoda,3
421957,malacostraca,491
251023,,4
159573,actinopterygii,211
746896,gastropoda,1
273663,actinopterygii,76
342181,,7
389468,malacostraca,1
234664,actinopterygii,12
279114,actinopterygii,11
220690,malacostraca,4
196884,,1
254537,actinopterygii,875
1005382,,5
760885,gastropoda,5
865503,,42
532280,gastropoda,4
271490,elasmobranchii,6
863427,gastropoda,6
372233,,11
515548,malacostraca,3
733206,,175
274904,actinopterygii,2
550367,malacostraca,4
372200,,10
481344,,1
232763,,51
182189,malacostraca,41
117952,cnidaria,29
753940,malacostraca,4
326221,annelida,2
166079,,4
555296,,112
421515,malacostraca,32
442750,malacostraca,6
165671,,2
386181,,5
235487,,3
101018,cnidaria,24
530896,gastropoda,15
427562,,158
122252,,393
171187,,1
139225,gastropoda,4
344463,,55
504970,,18
279449,actinopterygii,160
428158,gastropoda,21
398291,elasmobranchii,475
562000,gastropoda,2
258695,malacostraca,27
285801,cnidaria,174
361293,,1
421739,malacostraca,3
211325,,2
110222,,1715
1027814,,2
228609,,5
331077,annelida,6
258288,malacostraca,3
394057,malacostraca,8
145756,,142
722681,gastropoda,14
174927,malacostraca,1
175464,,4
151082,,1
278636,actinopterygii,159
209682,annelida,845
142525,,3
326914,annelida,17
889874,,7
148769,,9
451066,,1
536706,gastropoda,13
1330396,annelida,8
232453,,3
889529,actinopterygii,1
235757,,738
367578,malacostraca,9
220797,,3
118810,malacostraca,1
295730,malacostraca,4
140687,,3219
197050,,18
130637,annelida,2
257349,malacostraca,16
164670,,1
421474,malacostraca,4
241920,,1
326898,annelida,29
1311286,cnidaria,52
934480,,1
181997,malacostraca,56
103150,malacostraca,2
606213,,6
164345,,2
1342771,gastropoda,13
227897,,25
327995,annelida,3
160982,,1
251331,,3
398624,actinopterygii,2
197487,gastropoda,20
381245,,16
724687,gastropoda,4
278612,actinopterygii,10
127850,,45
898326,,13
661843,,44
290992,cnidaria,2
1054896,malacostraca,23
560063,gastropoda,111
392229,malacostraca,20
121523,,9
389326,gastropoda,1
273197,actinopterygii,157
282633,actinopterygii,25
817449,annelida,1
218025,actinopterygii,42
703831,gastropoda,1
218045,actinopterygii,134
531417,malacostraca,1
233780,,213
148906,,19
286626,cnidaria,1117
409081,malacostraca,2
460611,,10
217220,gastropoda,87
355431,,4
116071,,5
130251,annelida,142
115625,,5
216577,,314
374698,,1
155554,,194
427465,,80
598819,annelida,1
440206,malacostraca,2
341819,,64
168208,,3
458456,gastropoda,2
197130,,118
235687,,200
288027,cnidaria,29
505795,,330
242735,,36
275461,actinopterygii,6
144528,,100
435013,gastropoda,1
103848,,30
243497,,6
130948,annelida,309
265209,,1
333708,annelida,1
124667,,27
422094,malacostraca,34
170185,,18
168981,,1
571879,gastropoda,26
522655,,1
348267,,3
284203,cnidaria,1
1000201,,3
174252,cnidaria,97
738388,cnidaria,1
441283,malacostraca,6
276921,actinopterygii,25
174894,annelida,2
580417,gastropoda,1
1258616,malacostraca,29
456765,cnidaria,50
213308,,61
145800,,160
398592,actinopterygii,6
134311,,505
155081,annelida,13
209046,malacostraca,100
471681,,1
171873,,2
219014,actinopterygii,6790
645537,,35
533679,,26
254775,,27
128933,,5
1060943,,37
217082,gastropoda,9
712761,actinopterygii,3
143456,,2
736945,,4
567312,gastropoda,2
646547,,1
904591,,8
473746,gastropoda,3
904512,,2
431799,,11
475058,actinopterygii,6
506793,,52
285366,cnidaria,14
130808,annelida,4
271954,actinopterygii,14
290184,cnidaria,3
127335,actinopterygii,98
531493,gastropoda,5
115700,,1
511633,gastropoda,4
145917,,95
131523,annelida,209
282941,actinopterygii,14
927130,,3
159266,actinopterygii,105
711224,,1
165850,,1
236597,malacostraca,64
265939,,2
129986,annelida,407
277163,actinopterygii,2
215069,gastropoda,4
599340,gastropoda,118
450007,gastropoda,4
158894,actinopterygii,59
766086,cnidaria,2
335328,annelida,1
1053434,malacostraca,69
868155,gastropoda,18
345313,gastropoda,2
590591,,3
105823,elasmobranchii,180
163557,,8
458438,gastropoda,1
737524,gastropoda,5
131001,annelida,159
160267,gastropoda,16
560115,gastropoda,9
173452,,64
130492,annelida,341
117860,cnidaria,455
207075,cnidaria,831
284154,cnidaria,7
160921,,2
422431,,12
527242,gastropoda,729
1061909,malacostraca,1
165278,,9
284216,cnidaria,1
353235,,3
282015,actinopterygii,71
346055,,2
371538,,2
732594,,1
235695,,48
354841,,425
277299,actinopterygii,198
533237,gastropoda,3
278614,actinopterygii,1
326932,annelida,592
145875,,257
368167,malacostraca,1
593434,,1
226780,malacostraca,8
341677,,2
276497,actinopterygii,29
141369,gastropoda,47
570526,gastropoda,1
276882,actinopterygii,95
289759,cnidaria,24
832823,gastropoda,1
290725,cnidaria,6
1035039,,65
736685,,30
284519,cnidaria,5
446135,cnidaria,5
283153,actinopterygii,581
514243,malacostraca,12
1016719,,1
367272,,13
714089,gastropoda,2
389594,,54
210635,malacostraca,8
392244,malacostraca,12
143118,,1
371202,,3
104856,,117
388582,malacostraca,4
536817,gastropoda,18
343905,aves,8
104468,,14031
440139,malacostraca,16
470149,,4
368986,,30
330551,annelida,56
869798,gastropoda,1
139548,gastropoda,2
422498,,149
476504,gastropoda,24
105905,elasmobranchii,1120
173239,,14
126648,actinopterygii,4
562953,,4
132792,,49
102485,malacostraca,387
407668,gastropoda,2
395824,,11
291650,,330
241253,gastropoda,4
332488,annelida,1
714828,malacostraca,34
532811,gastropoda,24
207583,malacostraca,4
233401,,37
1255384,malacostraca,1
420383,gastropoda,8
366546,malacostraca,8
232372,,1
144801,,4
597742,malacostraca,2
290880,cnidaria,19
529516,,11178
1062855,,1
145927,,27
148776,aves,258578
470550,,1
278745,actinopterygii,5
158787,actinopterygii,341
334427,annelida,102
506821,,6
126638,actinopterygii,198
120655,,1
388073,malacostraca,6
237362,malacostraca,8
869778,gastropoda,3
141339,gastropoda,49
121772,,1
448023,gastropoda,97
121534,,75
356491,,5
213151,gastropoda,1
517781,cnidaria,16
463807,,1
410133,malacostraca,178
724022,malacostraca,13
144785,,8
340744,,1
276892,actinopterygii,43
145868,,5
271633,elasmobranchii,26
910022,,9
593528,gastropoda,1
475390,gastropoda,3
147439,,19
627657,,1
149294,,2526
475986,annelida,1
144775,,105
104515,,81990
147151,,1
182994,,3
456629,gastropoda,1321
467473,,6
532705,,7
148668,malacostraca,4
273362,actinopterygii,11
458465,gastropoda,3
332957,annelida,2
990400,,3
141773,gastropoda,18
256464,malacostraca,1
139410,,46387
507803,,22
851964,annelida,1
420415,gastropoda,2
409160,malacostraca,27
142520,,2
281381,actinopterygii,9
169904,,1
817839,annelida,1
126698,actinopterygii,21
1306299,,4
283031,actinopterygii,42
371671,,52
326348,annelida,1
1264397,gastropoda,14
377122,,6
827476,,6
277970,actinopterygii,24
471158,,1
421180,,657
472507,,1
523921,gastropoda,21
598541,gastropoda,13
279881,actinopterygii,43
444452,malacostraca,2
159629,actinopterygii,1564
865087,gastropoda,15
115829,,1
529557,,79
711080,annelida,2
172084,,1
156843,,26
1053430,malacostraca,2
722480,gastropoda,2
490740,gastropoda,6
208639,gastropoda,10
273719,actinopterygii,180
1043786,,5
1307776,malacostraca,9
282846,actinopterygii,3
178761,,131
271329,elasmobranchii,1379
1298977,malacostraca,1
209987,cnidaria,21
157441,annelida,1195
213171,actinopterygii,8
233440,,14
236622,malacostraca,4
233778,,124
417279,,2
231887,,10447
246422,malacostraca,2
421778,malacostraca,8
798739,malacostraca,8
557254,,5
747152,,10
358893,,1
328937,annelida,711
250727,,6
1264593,malacostraca,2
478344,,2
121346,,3
265194,,2
342094,,6
734409,,1
161116,,1
393107,,280
715682,gastropoda,340
280087,actinopterygii,2
572093,gastropoda,8
1307176,,49
157291,annelida,1
592958,cnidaria,3
236974,malacostraca,7
119206,,2
325488,,6
279779,elasmobranchii,412
146391,,50
127761,,25
344591,,12
830130,,1
197220,gastropoda,2
545451,malacostraca,17
141421,gastropoda,10
380644,,1
511604,gastropoda,31
110570,malacostraca,6
571930,malacostraca,9
171370,,36
122883,,2
144716,,102
210164,malacostraca,4
280827,actinopterygii,6
513114,,34
278727,actinopterygii,23
367498,malacostraca,3
830319,gastropoda,1
146866,gastropoda,1
427647,,2
117712,cnidaria,1
366881,malacostraca,1
368208,malacostraca,7
466265,,25
173670,,58
128816,,619
119043,malacostraca,75
480584,,9
209413,malacostraca,21
405345,malacostraca,2
598136,gastropoda,1
165634,,2
369032,,7
293118,,7
243244,,7
243241,,128
448280,malacostraca,2
359672,,2
258015,malacostraca,1
251460,,2
874445,cnidaria,2
243558,,14
421135,,24
266041,,2
429215,gastropoda,41
612933,,83
712813,actinopterygii,106
286033,cnidaria,3
166168,,19
490864,gastropoda,13
547995,,1
159195,actinopterygii,153
547450,,2
259024,malacostraca,11
375128,,6
549433,gastropoda,12
856360,cnidaria,4
140112,,101
289766,cnidaria,5
718603,cnidaria,1453
262841,malacostraca,3
145410,,1271
117814,cnidaria,2
143224,,3
737982,,4
135769,,2
161420,malacostraca,13
105623,,23
438698,gastropoda,19
531761,malacostraca,1
131067,annelida,499
409354,malacostraca,46
343972,aves,2
130711,annelida,10822
517784,cnidaria,37
288712,cnidaria,5
591654,gastropoda,5
442208,malacostraca,115
956794,annelida,1
134603,,6
247480,malacostraca,8
1055815,malacostraca,7
224480,gastropoda,1
417574,,91
276383,actinopterygii,5
172020,,9
110643,,3
235531,,2
236930,malacostraca,8
101907,malacostraca,2
141675,,148
490615,malacostraca,1
121695,,1
420399,gastropoda,22
484553,,1
593851,,372
139924,gastropoda,47
628948,,1
491360,gastropoda,1
558278,annelida,32
274669,actinopterygii,1
397063,gastropoda,40
158530,elasmobranchii,169
215743,gastropoda,41
359244,,6
577124,gastropoda,557
237728,malacostraca,13
144453,,1
380756,,3
255105,,2
593837,,23
165104,,4
548809,malacostraca,24
172687,,60
272427,actinopterygii,20
494669,gastropoda,3
280413,actinopterygii,84
360492,,23
578554,gastropoda,103
583573,,2
360845,,7
368424,malacostraca,21
1308010,malacostraca,19
451087,,22
135745,,28
254669,,1
181703,malacostraca,1
952240,annelida,1
255396,malacostraca,10
275598,actinopterygii,29
448109,gastropoda,1
451424,,1
478756,malacostraca,1
120899,,50
226250,malacostraca,32
120052,malacostraca,232
716988,gastropoda,2
127117,actinopterygii,391
277780,actinopterygii,26
477974,malacostraca,42
362398,,3
141978,,1
266220,,17
880883,malacostraca,34
162974,,2
243529,,2
417641,,24
746537,cnidaria,6
237247,malacostraca,15
219637,actinopterygii,36
241957,,11
624315,,55
102999,malacostraca,90
279004,actinopterygii,29
439992,malacostraca,3
427162,,1
329155,annelida,17
505023,,2
707486,gastropoda,23
413935,gastropoda,2
924212,,13
290672,cnidaria,110
284952,cnidaria,1
258025,malacostraca,4
277429,actinopterygii,3
633526,,4
532883,gastropoda,1
249888,,11
592691,,5
336724,annelida,14
594382,,16
207777,,9
712871,actinopterygii,2
276661,actinopterygii,2034
340355,annelida,1672
409155,malacostraca,2
180932,gastropoda,3
595676,,2
104666,,115
350385,,13
333178,annelida,42
116650,,13
182581,malacostraca,4
172109,,6
384743,gastropoda,12
249936,,1
510250,malacostraca,33
130277,annelida,524
848050,,458
113955,,137
129990,annelida,45
161281,,2
214479,,293
422535,,18
819173,,8
390362,malacostraca,5
254705,annelida,2
377422,malacostraca,16
595310,gastropoda,1
250480,,37
135152,cnidaria,533
515003,malacostraca,3
109792,,49
709266,annelida,1
382560,,2
216866,gastropoda,712
926399,,9
1264199,malacostraca,5
515238,malacostraca,89
327158,annelida,2
504355,,71
466056,,23
282434,actinopterygii,82
233860,,49
216102,gastropoda,3
219152,actinopterygii,18
100982,cnidaria,1842
388826,actinopterygii,3
102006,malacostraca,6
759546,,26
135204,cnidaria,123
276154,actinopterygii,15
174744,annelida,22
537258,malacostraca,1
124710,,257
442674,malacostraca,18
414149,,3
110237,,119
327341,annelida,1
277930,actinopterygii,1693
197108,gastropoda,19
109947,,2936
250043,,254
276780,actinopterygii,6
197221,gastropoda,87
230043,,6
433082,gastropoda,172
274246,actinopterygii,88
578691,gastropoda,9
140685,gastropoda,2000
390193,annelida,28
417120,,4
103611,,28
108967,,3
274051,actinopterygii,21
237109,malacostraca,16
212637,aves,4740
398278,elasmobranchii,3
121597,,3
473934,gastropoda,290
450022,gastropoda,4
743971,annelida,1
500421,,132
442749,malacostraca,37
169075,,3
153451,,16
355235,,1
509135,,47
282854,actinopterygii,5
558805,gastropoda,5
207141,cnidaria,30
834539,,3
145623,,960
461389,,2
581492,cnidaria,2
145219,,7
278959,actinopterygii,2
408915,malacostraca,8
271349,elasmobranchii,210
567645,gastropoda,7
832377,malacostraca,5
726730,,4
444233,malacostraca,1
100847,cnidaria,4
172704,,178
156344,cnidaria,2
239924,,7
172968,,3
849873,,1
342391,,151
471931,,29
236558,malacostraca,22
446580,gastropoda,5
182621,malacostraca,1
712597,actinopterygii,3
281153,actinopterygii,467
417657,,2
110550,malacostraca,83
494859,,38
419179,,6
449958,gastropoda,95
162352,,13
742771,gastropoda,3
588671,gastropoda,2
210403,malacostraca,116
326357,annelida,23
219197,actinopterygii,330
882384,malacostraca,1
733168,,1
182110,malacostraca,2
157832,malacostraca,9
432788,gastropoda,2
440044,malacostraca,28
360485,,11
536460,annelida,97
456911,gastropoda,2
254613,,655
151566,cnidaria,3
368404,malacostraca,2
991835,malacostraca,1
420352,gastropoda,2
535423,,6
173761,annelida,12
397049,gastropoda,45
235962,,826
277059,actinopterygii,8
362571,malacostraca,76
410616,malacostraca,1
574224,,86
266328,,1
440188,malacostraca,1
109697,,358
110060,,16
514707,malacostraca,5
288926,cnidaria,1
285080,cnidaria,1
598623,gastropoda,13
1036032,malacostraca,2
284927,cnidaria,14
357656,,1
398378,actinopterygii,8
440419,malacostraca,1
207102,cnidaria,24
102400,malacostraca,12
472329,,22
956297,,7
148010,,1
344121,aves,41
491128,gastropoda,2
226375,malacostraca,108
423536,malacostraca,3
507656,,6
126856,actinopterygii,497
243913,,63
758985,,71
356342,,6
250898,,22
526363,malacostraca,1
385802,,3
112693,,5
443850,malacostraca,9
243038,,6
360895,,1
249980,,4
211639,,43
830923,gastropoda,1
216081,gastropoda,2
735370,,28
278747,actinopterygii,40
878862,,1
879389,,1
289279,cnidaria,18
173575,,13
141454,,1053
624969,,2
240208,,3
127008,actinopterygii,1032
537253,malacostraca,10
413539,,3
179987,,6
105355,,171
393967,,54
107656,malacostraca,321
283762,cnidaria,5
139447,,65
225173,,2
419565,gastropoda,270
533992,gastropoda,1
422437,,5
573191,,59
141078,gastropoda,2
281912,actinopterygii,66
135130,cnidaria,352
594501,gastropoda,10
110105,,20
578478,gastropoda,4
310389,actinopterygii,65
158383,malacostraca,36
423026,malacostraca,169
131126,annelida,13
441031,malacostraca,212
212991,actinopterygii,13
371619,,2
796454,,2
1363988,annelida,1
446869,gastropoda,246
473830,gastropoda,17
326822,annelida,5
457501,gastropoda,1
441107,malacostraca,43
605570,gastropoda,2
102035,malacostraca,22
197207,gastropoda,14
504757,,99
514975,malacostraca,2
213413,,2
464197,,1
173424,cnidaria,10
118777,malacostraca,2
183188,malacostraca,6
122704,,30
920625,,59
509210,malacostraca,20
594187,gastropoda,11
